,lang_code,lang_name,project,url,dbname,site_name,closed
333,hif,Fiji Hindi,,https://hif.wikipedia.org,hifwiki,Wikipedia,False
334,hif,Fiji Hindi,,https://hif.wiktionary.org,hifwiktionary,Sabdkosh,False
335,ho,Hiri Motu,,https://ho.wikipedia.org,howiki,Wikipedia,False
336,hr,hrvatski,,https://hr.wikipedia.org,hrwiki,Wikipedija,False
337,hr,hrvatski,,https://hr.wiktionary.org,hrwiktionary,Wiktionary,False
338,hr,hrvatski,,https://hr.wikibooks.org,hrwikibooks,Wikibooks,False
339,hr,hrvatski,,https://hr.wikiquote.org,hrwikiquote,Wikicitat,False
340,hr,hrvatski,,https://hr.wikisource.org,hrwikisource,Wikizvor,False
341,hsb,hornjoserbsce,,https://hsb.wikipedia.org,hsbwiki,Wikipedija,False
342,hsb,hornjoserbsce,,https://hsb.wiktionary.org,hsbwiktionary,Wikisłownik,False
343,ht,Kreyòl ayisyen,,https://ht.wikipedia.org,htwiki,Wikipedya,False
344,ht,Kreyòl ayisyen,,https://ht.wikisource.org,htwikisource,Wikisòrs,False
345,hu,magyar,,https://hu.wikipedia.org,huwiki,Wikipédia,False
346,hu,magyar,,https://hu.wiktionary.org,huwiktionary,Wikiszótár,False
347,hu,magyar,,https://hu.wikibooks.org,huwikibooks,Wikikönyvek,False
348,hu,magyar,,https://hu.wikinews.org,huwikinews,Wikihírek,False
349,hu,magyar,,https://hu.wikiquote.org,huwikiquote,Wikidézet,False
350,hu,magyar,,https://hu.wikisource.org,huwikisource,Wikiforrás,False
351,hy,հայերեն,,https://hy.wikipedia.org,hywiki,Վիքիպեդիա,False
352,hy,հայերեն,,https://hy.wiktionary.org,hywiktionary,Վիքիբառարան,False
353,hy,հայերեն,,https://hy.wikibooks.org,hywikibooks,Վիքիգրքեր,False
354,hy,հայերեն,,https://hy.wikiquote.org,hywikiquote,Վիքիքաղվածք,False
355,hy,հայերեն,,https://hy.wikisource.org,hywikisource,Վիքիդարան,False
356,hyw,Արեւմտահայերէն,,https://hyw.wikipedia.org,hywwiki,Ուիքիփետիա,False
357,hz,Otsiherero,,https://hz.wikipedia.org,hzwiki,Wikipedia,False
358,ia,interlingua,,https://ia.wikipedia.org,iawiki,Wikipedia,False
359,ia,interlingua,,https://ia.wiktionary.org,iawiktionary,Wiktionario,False
360,ia,interlingua,,https://ia.wikibooks.org,iawikibooks,Wikibooks,False
361,iba,Jaku Iban,,https://iba.wikipedia.org,ibawiki,Wikipedia,False
362,id,Bahasa Indonesia,,https://id.wikipedia.org,idwiki,Wikipedia,False
363,id,Bahasa Indonesia,,https://id.wiktionary.org,idwiktionary,Wikikamus,False
364,id,Bahasa Indonesia,,https://id.wikibooks.org,idwikibooks,Wikibuku,False
365,id,Bahasa Indonesia,,https://id.wikiquote.org,idwikiquote,Wikikutip,False
366,id,Bahasa Indonesia,,https://id.wikisource.org,idwikisource,Wikisumber,False
367,id,Bahasa Indonesia,,https://id.wikivoyage.org,idwikivoyage,Wikiwisata,False
368,ie,Interlingue,,https://ie.wikipedia.org,iewiki,Wikipedia,False
369,ie,Interlingue,,https://ie.wiktionary.org,iewiktionary,Wiktionary,False
370,ie,Interlingue,,https://ie.wikibooks.org,iewikibooks,Wikibooks,False
371,ig,Igbo,,https://ig.wikipedia.org,igwiki,Wikipedia,False
372,ig,Igbo,,https://ig.wiktionary.org,igwiktionary,Wiktionary,False
373,ig,Igbo,,https://ig.wikiquote.org,igwikiquote,Wikiquote,False
374,igl,Igala,,https://igl.wikipedia.org,iglwiki,Wikipídiya,False
375,ii,ꆇꉙ,,https://ii.wikipedia.org,iiwiki,Wikipedia,False
376,ik,Iñupiatun,,https://ik.wikipedia.org,ikwiki,Wikipedia,False
377,ik,Iñupiatun,,https://ik.wiktionary.org,ikwiktionary,Wiktionary,False
378,ilo,Ilokano,,https://ilo.wikipedia.org,ilowiki,Wikipedia,False
379,inh,гӀалгӀай,,https://inh.wikipedia.org,inhwiki,Википеди,False
380,io,Ido,,https://io.wikipedia.org,iowiki,Wikipedio,False
381,io,Ido,,https://io.wiktionary.org,iowiktionary,Wikivortaro,False
382,is,íslenska,,https://is.wikipedia.org,iswiki,Wikipedia,False
383,is,íslenska,,https://is.wiktionary.org,iswiktionary,Wikiorðabók,False
384,is,íslenska,,https://is.wikibooks.org,iswikibooks,Wikibækur,False
385,is,íslenska,,https://is.wikiquote.org,iswikiquote,Wikivitnun,False
386,is,íslenska,,https://is.wikisource.org,iswikisource,Wikiheimild,False
387,it,italiano,,https://it.wikipedia.org,itwiki,Wikipedia,False
388,it,italiano,,https://it.wiktionary.org,itwiktionary,Wikizionario,False
389,it,italiano,,https://it.wikibooks.org,itwikibooks,Wikibooks,False
390,it,italiano,,https://it.wikinews.org,itwikinews,Wikinotizie,False
391,it,italiano,,https://it.wikiquote.org,itwikiquote,Wikiquote,False
392,it,italiano,,https://it.wikisource.org,itwikisource,Wikisource,False
393,it,italiano,,https://it.wikiversity.org,itwikiversity,Wikiversità,False
394,it,italiano,,https://it.wikivoyage.org,itwikivoyage,Wikivoyage,False
395,iu,ᐃᓄᒃᑎᑐᑦ / inuktitut,,https://iu.wikipedia.org,iuwiki,ᐅᐃᑭᐱᑎᐊ,False
396,iu,ᐃᓄᒃᑎᑐᑦ / inuktitut,,https://iu.wiktionary.org,iuwiktionary,Wiktionary,False
397,ja,日本語,,https://ja.wikipedia.org,jawiki,Wikipedia,False
398,ja,日本語,,https://ja.wiktionary.org,jawiktionary,Wiktionary,False
399,ja,日本語,,https://ja.wikibooks.org,jawikibooks,Wikibooks,False
400,ja,日本語,,https://ja.wikinews.org,jawikinews,ウィキニュース,False
401,ja,日本語,,https://ja.wikiquote.org,jawikiquote,Wikiquote,False
402,ja,日本語,,https://ja.wikisource.org,jawikisource,Wikisource,False
403,ja,日本語,,https://ja.wikiversity.org,jawikiversity,ウィキバーシティ,False
404,ja,日本語,,https://ja.wikivoyage.org,jawikivoyage,ウィキボヤージュ,False
405,jam,Patois,,https://jam.wikipedia.org,jamwiki,Wikipidia,False
406,jbo,la .lojban.,,https://jbo.wikipedia.org,jbowiki,Wikipedia,False
407,jbo,la .lojban.,,https://jbo.wiktionary.org,jbowiktionary,Wiktionary,False
408,jv,Jawa,,https://jv.wikipedia.org,jvwiki,Wikipédia,False
409,jv,Jawa,,https://jv.wiktionary.org,jvwiktionary,Wikisastra,False
410,jv,Jawa,,https://jv.wikisource.org,jvwikisource,Wikisumber,False
411,ka,ქართული,,https://ka.wikipedia.org,kawiki,ვიკიპედია,False
412,ka,ქართული,,https://ka.wiktionary.org,kawiktionary,ვიქსიკონი,False
413,ka,ქართული,,https://ka.wikibooks.org,kawikibooks,ვიკიწიგნები,False
414,ka,ქართული,,https://ka.wikiquote.org,kawikiquote,ვიკიციტატა,False
415,ka,ქართული,,https://ka.wikisource.org,kawikisource,ვიკიწყარო,False
416,kaa,Qaraqalpaqsha,,https://kaa.wikipedia.org,kaawiki,Wikipedia,False
417,kaa,Qaraqalpaqsha,,https://kaa.wiktionary.org,kaawiktionary,Wikisózlik,False
418,kab,Taqbaylit,,https://kab.wikipedia.org,kabwiki,Wikipedia,False
419,kbd,адыгэбзэ,,https://kbd.wikipedia.org,kbdwiki,Уикипедиэ,False
420,kbd,адыгэбзэ,,https://kbd.wiktionary.org,kbdwiktionary,Википсалъалъэ,False
421,kbp,Kabɩyɛ,,https://kbp.wikipedia.org,kbpwiki,Wikipediya,False
422,kcg,Tyap,,https://kcg.wikipedia.org,kcgwiki,Wikipedia,False
423,kcg,Tyap,,https://kcg.wiktionary.org,kcgwiktionary,Swánga̱lyiatwuki,False
424,kg,Kongo,,https://kg.wikipedia.org,kgwiki,Wikipedia,False
425,kge,Kumoring,,https://kge.wikipedia.org,kgewiki,Wikipidiya,False
426,ki,Gĩkũyũ,,https://ki.wikipedia.org,kiwiki,Wikipedia,False
427,kj,Kwanyama,,https://kj.wikipedia.org,kjwiki,Wikipedia,False
428,kk,қазақша,,https://kk.wikipedia.org,kkwiki,Уикипедия,False
429,kk,қазақша,,https://kk.wiktionary.org,kkwiktionary,Уикисөздік,False
430,kk,қазақша,,https://kk.wikibooks.org,kkwikibooks,Уикикітап,False
431,kk,қазақша,,https://kk.wikiquote.org,kkwikiquote,Уикидәйек,False
432,kl,kalaallisut,,https://kl.wikipedia.org,klwiki,Wikipedia,False
433,kl,kalaallisut,,https://kl.wiktionary.org,klwiktionary,Wiktionary,False
434,km,ភាសាខ្មែរ,,https://km.wikipedia.org,kmwiki,វិគីភីឌា,False
435,km,ភាសាខ្មែរ,,https://km.wiktionary.org,kmwiktionary,Wiktionary,False
436,km,ភាសាខ្មែរ,,https://km.wikibooks.org,kmwikibooks,Wikibooks,False
437,kn,ಕನ್ನಡ,,https://kn.wikipedia.org,knwiki,ವಿಕಿಪೀಡಿಯ,False
438,kn,ಕನ್ನಡ,,https://kn.wiktionary.org,knwiktionary,ವಿಕ್ಷನರಿ,False
439,kn,ಕನ್ನಡ,,https://kn.wikibooks.org,knwikibooks,Wikibooks,False
440,kn,ಕನ್ನಡ,,https://kn.wikiquote.org,knwikiquote,ವಿಕಿಕೋಟ್,False
441,kn,ಕನ್ನಡ,,https://kn.wikisource.org,knwikisource,ವಿಕಿಸೋರ್ಸ್,False
442,knc,Yerwa Kanuri,,https://knc.wikipedia.org,kncwiki,Wikipedia,False
443,ko,한국어,,https://ko.wikipedia.org,kowiki,위키백과,False
444,ko,한국어,,https://ko.wiktionary.org,kowiktionary,위키낱말사전,False
445,ko,한국어,,https://ko.wikibooks.org,kowikibooks,위키책,False
446,ko,한국어,,https://ko.wikinews.org,kowikinews,위키뉴스,False
447,ko,한국어,,https://ko.wikiquote.org,kowikiquote,위키인용집,False
448,ko,한국어,,https://ko.wikisource.org,kowikisource,위키문헌,False
449,ko,한국어,,https://ko.wikiversity.org,kowikiversity,위키배움터,False
450,koi,перем коми,,https://koi.wikipedia.org,koiwiki,Википедия,False
451,kr,kanuri,,https://kr.wikipedia.org,krwiki,Wikipedia,False
452,kr,kanuri,,https://kr.wikiquote.org,krwikiquote,Wikiquote,False
453,krc,къарачай-малкъар,,https://krc.wikipedia.org,krcwiki,Википедия,False
454,ks,کٲشُر,,https://ks.wikipedia.org,kswiki,وِکیٖپیٖڈیا,False
455,ks,کٲشُر,,https://ks.wiktionary.org,kswiktionary,وِکیٖلۄغَتھ,False
456,ks,کٲشُر,,https://ks.wikibooks.org,kswikibooks,Wikibooks,False
457,ks,کٲشُر,,https://ks.wikiquote.org,kswikiquote,Wikiquote,False
458,ksh,Ripoarisch,,https://ksh.wikipedia.org,kshwiki,Wikipedia,False
459,ku,kurdî,,https://ku.wikipedia.org,kuwiki,Wîkîpediya,False
460,ku,kurdî,,https://ku.wiktionary.org,kuwiktionary,Wîkîferheng,False
461,ku,kurdî,,https://ku.wikibooks.org,kuwikibooks,Wikibooks,False
462,ku,kurdî,,https://ku.wikiquote.org,kuwikiquote,Wikiquote,False
463,kus,Kʋsaal,,https://kus.wikipedia.org,kuswiki,Wikipiidia,False
464,kv,коми,,https://kv.wikipedia.org,kvwiki,Wikipedia,False
465,kw,kernowek,,https://kw.wikipedia.org,kwwiki,Wikipedia,False
466,kw,kernowek,,https://kw.wiktionary.org,kwwiktionary,Wiktionary,False
467,kw,kernowek,,https://kw.wikiquote.org,kwwikiquote,Wikiquote,False
468,ky,кыргызча,,https://ky.wikipedia.org,kywiki,Википедия,False
469,ky,кыргызча,,https://ky.wiktionary.org,kywiktionary,Wiktionary,False
470,ky,кыргызча,,https://ky.wikibooks.org,kywikibooks,Wikibooks,False
471,ky,кыргызча,,https://ky.wikiquote.org,kywikiquote,Wikiquote,False
472,la,Latina,,https://la.wikipedia.org,lawiki,Vicipaedia,False
473,la,Latina,,https://la.wiktionary.org,lawiktionary,Victionarium,False
474,la,Latina,,https://la.wikibooks.org,lawikibooks,Vicilibri,False
475,la,Latina,,https://la.wikiquote.org,lawikiquote,Vicicitatio,False
476,la,Latina,,https://la.wikisource.org,lawikisource,Wikisource,False
477,lad,Ladino,,https://lad.wikipedia.org,ladwiki,Vikipedya,False
478,lb,Lëtzebuergesch,,https://lb.wikipedia.org,lbwiki,Wikipedia,False
479,lb,Lëtzebuergesch,,https://lb.wiktionary.org,lbwiktionary,Wiktionnaire,False
480,lb,Lëtzebuergesch,,https://lb.wikibooks.org,lbwikibooks,Wikibooks,False
481,lb,Lëtzebuergesch,,https://lb.wikiquote.org,lbwikiquote,Wikiquote,False
482,lbe,лакку,,https://lbe.wikipedia.org,lbewiki,Википедия,False
483,lez,лезги,,https://lez.wikipedia.org,lezwiki,Википедия,False
484,lfn,Lingua Franca Nova,,https://lfn.wikipedia.org,lfnwiki,Vicipedia,False
485,lg,Luganda,,https://lg.wikipedia.org,lgwiki,Wikipedia,False
486,li,Limburgs,,https://li.wikipedia.org,liwiki,Wikipedia,False
487,li,Limburgs,,https://li.wiktionary.org,liwiktionary,Wiktionary,False
488,li,Limburgs,,https://li.wikibooks.org,liwikibooks,Wikibeuk,False
489,li,Limburgs,,https://li.wikinews.org,liwikinews,Wikinuujs,False
490,li,Limburgs,,https://li.wikiquote.org,liwikiquote,Wikiquote,False
491,li,Limburgs,,https://li.wikisource.org,liwikisource,Wikibrónne,False
492,lij,Ligure,,https://lij.wikipedia.org,lijwiki,Wikipedia,False
493,lij,Ligure,,https://lij.wikisource.org,lijwikisource,Wikivivàgna,False
494,lld,Ladin,,https://lld.wikipedia.org,lldwiki,Wikipedia,False
495,lmo,lombard,,https://lmo.wikipedia.org,lmowiki,Wikipedia,False
496,lmo,lombard,,https://lmo.wiktionary.org,lmowiktionary,Wiktionary,False
497,ln,lingála,,https://ln.wikipedia.org,lnwiki,Wikipedia,False
498,ln,lingála,,https://ln.wiktionary.org,lnwiktionary,Wiktionary,False
499,ln,lingála,,https://ln.wikibooks.org,lnwikibooks,Wikibooks,False
500,lo,ລາວ,,https://lo.wikipedia.org,lowiki,ວິກິພີເດຍ,False
501,lo,ລາວ,,https://lo.wiktionary.org,lowiktionary,Wiktionary,False
502,lrc,لۊری شومالی,,https://lrc.wikipedia.org,lrcwiki,ڤیکیپئدیا,False
503,lt,lietuvių,,https://lt.wikipedia.org,ltwiki,Vikipedija,False
504,lt,lietuvių,,https://lt.wiktionary.org,ltwiktionary,Vikižodynas,False
505,lt,lietuvių,,https://lt.wikibooks.org,ltwikibooks,Wikibooks,False
506,lt,lietuvių,,https://lt.wikiquote.org,ltwikiquote,Wikiquote,False
507,lt,lietuvių,,https://lt.wikisource.org,ltwikisource,Vikišaltiniai,False
508,ltg,latgaļu,,https://ltg.wikipedia.org,ltgwiki,Vikipedeja,False
509,lv,latviešu,,https://lv.wikipedia.org,lvwiki,Vikipēdija,False
510,lv,latviešu,,https://lv.wiktionary.org,lvwiktionary,Wiktionary,False
511,lv,latviešu,,https://lv.wikibooks.org,lvwikibooks,Wikibooks,False
512,lzh,文言,,https://zh-classical.wikipedia.org,zh_classicalwiki,維基大典,False
513,mad,Madhurâ,,https://mad.wikipedia.org,madwiki,Wikipedia,False
514,mad,Madhurâ,,https://mad.wiktionary.org,madwiktionary,Wikikamus,False
515,mad,Madhurâ,,https://mad.wikisource.org,madwikisource,Wikigherbhung,False
516,mai,मैथिली,,https://mai.wikipedia.org,maiwiki,विकिपिडिया,False
517,map-bms,Basa Banyumasan,,https://map-bms.wikipedia.org,map_bmswiki,Wikipedia,False
518,mdf,мокшень,,https://mdf.wikipedia.org,mdfwiki,Википедиесь,False
519,mg,Malagasy,,https://mg.wikipedia.org,mgwiki,Wikipedia,False
520,mg,Malagasy,,https://mg.wiktionary.org,mgwiktionary,Wiktionary,False
521,mg,Malagasy,,https://mg.wikibooks.org,mgwikibooks,Wikibooks,False
522,mh,Ebon,,https://mh.wikipedia.org,mhwiki,Wikipedia,False
523,mh,Ebon,,https://mh.wiktionary.org,mhwiktionary,Wiktionary,False
524,mhr,олык марий,,https://mhr.wikipedia.org,mhrwiki,Википедий,False
525,mi,Māori,,https://mi.wikipedia.org,miwiki,Wikipedia,False
526,mi,Māori,,https://mi.wiktionary.org,miwiktionary,Wiktionary,False
527,mi,Māori,,https://mi.wikibooks.org,miwikibooks,Wikibooks,False
528,min,Minangkabau,,https://min.wikipedia.org,minwiki,Wikipedia,False
529,min,Minangkabau,,https://min.wiktionary.org,minwiktionary,Wikikato,False
530,min,Minangkabau,,https://min.wikibooks.org,minwikibooks,Wikibuku,False
531,min,Minangkabau,,https://min.wikisource.org,minwikisource,Wikibasurek,False
532,mk,македонски,,https://mk.wikipedia.org,mkwiki,Википедија,False
533,mk,македонски,,https://mk.wiktionary.org,mkwiktionary,Викиречник,False
534,mk,македонски,,https://mk.wikibooks.org,mkwikibooks,Викикниги,False
535,mk,македонски,,https://mk.wikisource.org,mkwikisource,Wikisource,False
536,ml,മലയാളം,,https://ml.wikipedia.org,mlwiki,വിക്കിപീഡിയ,False
537,ml,മലയാളം,,https://ml.wiktionary.org,mlwiktionary,വിക്കിനിഘണ്ടു,False
538,ml,മലയാളം,,https://ml.wikibooks.org,mlwikibooks,വിക്കിപാഠശാല,False
539,ml,മലയാളം,,https://ml.wikiquote.org,mlwikiquote,വിക്കിചൊല്ലുകൾ,False
540,ml,മലയാളം,,https://ml.wikisource.org,mlwikisource,വിക്കിഗ്രന്ഥശാല,False
541,mn,монгол,,https://mn.wikipedia.org,mnwiki,Википедиа,False
542,mn,монгол,,https://mn.wiktionary.org,mnwiktionary,Викитоль,False
543,mn,монгол,,https://mn.wikibooks.org,mnwikibooks,Wikibooks,False
544,mni,ꯃꯤꯇꯩ ꯂꯣꯟ,,https://mni.wikipedia.org,mniwiki,ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥ,False
545,mni,ꯃꯤꯇꯩ ꯂꯣꯟ,,https://mni.wiktionary.org,mniwiktionary,ꯋꯤꯛꯁꯟꯅꯔꯤ,False
546,mnw,ဘာသာမန်,,https://mnw.wikipedia.org,mnwwiki,ဝဳကဳပဳဒဳယာ,False
547,mnw,ဘာသာမန်,,https://mnw.wiktionary.org,mnwwiktionary,ဝိက်ရှေန်နရဳ,False
548,mos,moore,,https://mos.wikipedia.org,moswiki,Wikipidiya,False
549,mr,मराठी,,https://mr.wikipedia.org,mrwiki,विकिपीडिया,False
550,mr,मराठी,,https://mr.wiktionary.org,mrwiktionary,Wiktionary,False
551,mr,मराठी,,https://mr.wikibooks.org,mrwikibooks,विकिबुक्स,False
552,mr,मराठी,,https://mr.wikiquote.org,mrwikiquote,Wikiquote,False
553,mr,मराठी,,https://mr.wikisource.org,mrwikisource,विकिस्रोत,False
554,mrj,кырык мары,,https://mrj.wikipedia.org,mrjwiki,Википеди,False
555,ms,Bahasa Melayu,,https://ms.wikipedia.org,mswiki,Wikipedia,False
556,ms,Bahasa Melayu,,https://ms.wiktionary.org,mswiktionary,Wikikamus,False
557,ms,Bahasa Melayu,,https://ms.wikibooks.org,mswikibooks,Wikibuku,False
558,ms,Bahasa Melayu,,https://ms.wikiquote.org,mswikiquote,Wikipetik,False
559,ms,Bahasa Melayu,,https://ms.wikisource.org,mswikisource,Wikisumber,False
560,mt,Malti,,https://mt.wikipedia.org,mtwiki,Wikipedija,False
561,mt,Malti,,https://mt.wiktionary.org,mtwiktionary,Wikizzjunarju,False
562,mus,Mvskoke,,https://mus.wikipedia.org,muswiki,Wikipedia,False
563,mwl,Mirandés,,https://mwl.wikipedia.org,mwlwiki,Biquipédia,False
564,my,မြန်မာဘာသာ,,https://my.wikipedia.org,mywiki,ဝီကီပီးဒီးယား,False
565,my,မြန်မာဘာသာ,,https://my.wiktionary.org,mywiktionary,ဝစ်ရှင်နရီ,False
566,my,မြန်မာဘာသာ,,https://my.wikibooks.org,mywikibooks,Wikibooks,False
567,my,မြန်မာဘာသာ,,https://my.wikisource.org,mywikisource,ဝီကီရင်းမြစ်,False
568,myv,эрзянь,,https://myv.wikipedia.org,myvwiki,Википедиясь,False
569,mzn,مازِرونی,,https://mzn.wikipedia.org,mznwiki,ویکی‌پدیا,False
570,na,Dorerin Naoero,,https://na.wikipedia.org,nawiki,Wikipedia,False
571,na,Dorerin Naoero,,https://na.wiktionary.org,nawiktionary,Wiktionary,False
572,na,Dorerin Naoero,,https://na.wikibooks.org,nawikibooks,Wikibooks,False
573,na,Dorerin Naoero,,https://na.wikiquote.org,nawikiquote,Wikiquote,False
574,nah,Nāhuatl,,https://nah.wikipedia.org,nahwiki,Huiquipedia,False
575,nah,Nāhuatl,,https://nah.wiktionary.org,nahwiktionary,Wiktionary,False
576,nah,Nāhuatl,,https://nah.wikibooks.org,nahwikibooks,Wikibooks,False
577,nan,閩南語 / Bân-lâm-gí,,https://zh-min-nan.wikipedia.org,zh_min_nanwiki,Wikipedia,False
578,nan,閩南語 / Bân-lâm-gí,,https://zh-min-nan.wiktionary.org,zh_min_nanwiktionary,Wiktionary,False
579,nan,閩南語 / Bân-lâm-gí,,https://zh-min-nan.wikibooks.org,zh_min_nanwikibooks,Wikibooks,False
580,nan,閩南語 / Bân-lâm-gí,,https://zh-min-nan.wikiquote.org,zh_min_nanwikiquote,Wikiquote,False
581,nan,閩南語 / Bân-lâm-gí,,https://zh-min-nan.wikisource.org,zh_min_nanwikisource,Wiki Tô·-su-kóan,False
582,nap,Napulitano,,https://nap.wikipedia.org,napwiki,Wikipedia,False
583,nap,Napulitano,,https://nap.wikisource.org,napwikisource,Wikisource,False
584,nds,Plattdüütsch,,https://nds.wikipedia.org,ndswiki,Wikipedia,False
585,nds,Plattdüütsch,,https://nds.wiktionary.org,ndswiktionary,Wiktionary,False
586,nds,Plattdüütsch,,https://nds.wikibooks.org,ndswikibooks,Wikibooks,False
587,nds,Plattdüütsch,,https://nds.wikiquote.org,ndswikiquote,Wikiquote,False
588,nds-nl,Nedersaksies,,https://nds-nl.wikipedia.org,nds_nlwiki,Wikipedia,False
589,ne,नेपाली,,https://ne.wikipedia.org,newiki,विकिपिडिया,False
590,ne,नेपाली,,https://ne.wiktionary.org,newiktionary,Wiktionary,False
591,ne,नेपाली,,https://ne.wikibooks.org,newikibooks,विकिपुस्तक,False
592,new,नेपाल भाषा,,https://new.wikipedia.org,newwiki,Wikipedia,False
593,ng,Oshiwambo,,https://ng.wikipedia.org,ngwiki,Wikipedia,False
594,nia,Li Niha,,https://nia.wikipedia.org,niawiki,Wikipedia,False
595,nia,Li Niha,,https://nia.wiktionary.org,niawiktionary,Wikikamus,False
596,nl,Nederlands,,https://nl.wikipedia.org,nlwiki,Wikipedia,False
597,nl,Nederlands,,https://nl.wiktionary.org,nlwiktionary,WikiWoordenboek,False
598,nl,Nederlands,,https://nl.wikibooks.org,nlwikibooks,Wikibooks,False
599,nl,Nederlands,,https://nl.wikinews.org,nlwikinews,Wikinieuws,False
600,nl,Nederlands,,https://nl.wikiquote.org,nlwikiquote,Wikiquote,False
601,nl,Nederlands,,https://nl.wikisource.org,nlwikisource,Wikisource,False
602,nl,Nederlands,,https://nl.wikivoyage.org,nlwikivoyage,Wikivoyage,False
603,nn,norsk nynorsk,,https://nn.wikipedia.org,nnwiki,Wikipedia,False
604,nn,norsk nynorsk,,https://nn.wiktionary.org,nnwiktionary,Wiktionary,False
605,nn,norsk nynorsk,,https://nn.wikiquote.org,nnwikiquote,Wikiquote,False
606,no,norsk,,https://no.wikipedia.org,nowiki,Wikipedia,False
607,no,norsk,,https://no.wiktionary.org,nowiktionary,Wiktionary,False
608,no,norsk,,https://no.wikibooks.org,nowikibooks,Wikibøker,False
609,no,norsk,,https://no.wikinews.org,nowikinews,Wikinytt,False
610,no,norsk,,https://no.wikiquote.org,nowikiquote,Wikiquote,False
611,no,norsk,,https://no.wikisource.org,nowikisource,Wikikilden,False
612,nov,Novial,,https://nov.wikipedia.org,novwiki,Wikipedia,False
613,nqo,ߒߞߏ,,https://nqo.wikipedia.org,nqowiki,ߥߞߌߔߘߋߞߎ,False
614,nr,isiNdebele seSewula,,https://nr.wikipedia.org,nrwiki,Wikiphidiya,False
615,nrm,Nouormand,,https://nrm.wikipedia.org,nrmwiki,Wikipedia,False
616,nso,Sesotho sa Leboa,,https://nso.wikipedia.org,nsowiki,Wikipedia,False
617,nup,Nupe,,https://nup.wikipedia.org,nupwiki,Wikipedia,False
618,nv,Diné bizaad,,https://nv.wikipedia.org,nvwiki,Wikipedia,False
619,ny,Chi-Chewa,,https://ny.wikipedia.org,nywiki,Wikipedia,False
620,oc,occitan,,https://oc.wikipedia.org,ocwiki,Wikipèdia,False
621,oc,occitan,,https://oc.wiktionary.org,ocwiktionary,Wikiccionari,False
622,oc,occitan,,https://oc.wikibooks.org,ocwikibooks,Wikilibres,False
623,olo,livvinkarjala,,https://olo.wikipedia.org,olowiki,Wikipedii,False
624,om,Oromoo,,https://om.wikipedia.org,omwiki,Wikipedia,False
625,om,Oromoo,,https://om.wiktionary.org,omwiktionary,Wiktionary,False
626,or,ଓଡ଼ିଆ,,https://or.wikipedia.org,orwiki,ଉଇକିପିଡ଼ିଆ,False
627,or,ଓଡ଼ିଆ,,https://or.wiktionary.org,orwiktionary,ଉଇକିଅଭିଧାନ,False
628,or,ଓଡ଼ିଆ,,https://or.wikisource.org,orwikisource,ଉଇକିପାଠାଗାର,False
629,os,ирон,,https://os.wikipedia.org,oswiki,Википеди,False
630,pa,ਪੰਜਾਬੀ,,https://pa.wikipedia.org,pawiki,ਵਿਕੀਪੀਡੀਆ,False
631,pa,ਪੰਜਾਬੀ,,https://pa.wiktionary.org,pawiktionary,Wiktionary,False
632,pa,ਪੰਜਾਬੀ,,https://pa.wikibooks.org,pawikibooks,Wikibooks,False
633,pa,ਪੰਜਾਬੀ,,https://pa.wikisource.org,pawikisource,ਵਿਕੀਸਰੋਤ,False
634,pag,Pangasinan,,https://pag.wikipedia.org,pagwiki,Wikipedia,False
635,pam,Kapampangan,,https://pam.wikipedia.org,pamwiki,Wikipedia,False
636,pap,Papiamentu,,https://pap.wikipedia.org,papwiki,Wikipedia,False
637,pcd,Picard,,https://pcd.wikipedia.org,pcdwiki,Wikipedia,False
638,pcm,Naijá,,https://pcm.wikipedia.org,pcmwiki,Wikipedia,False
639,pcm,Naijá,,https://pcm.wikiquote.org,pcmwikiquote,Wikitok,False
640,pdc,Deitsch,,https://pdc.wikipedia.org,pdcwiki,Wikipedia,False
641,pfl,Pälzisch,,https://pfl.wikipedia.org,pflwiki,Wikipedia,False
642,pi,पालि,,https://pi.wikipedia.org,piwiki,Wikipedia,False
643,pi,पालि,,https://pi.wiktionary.org,piwiktionary,Wiktionary,False
644,pih,Norfuk / Pitkern,,https://pih.wikipedia.org,pihwiki,Wikipedia,False
645,pl,polski,,https://pl.wikipedia.org,plwiki,Wikipedia,False
646,pl,polski,,https://pl.wiktionary.org,plwiktionary,Wikisłownik,False
647,pl,polski,,https://pl.wikibooks.org,plwikibooks,Wikibooks,False
648,pl,polski,,https://pl.wikinews.org,plwikinews,Wikinews,False
649,pl,polski,,https://pl.wikiquote.org,plwikiquote,Wikicytaty,False
650,pl,polski,,https://pl.wikisource.org,plwikisource,Wikiźródła,False
651,pl,polski,,https://pl.wikivoyage.org,plwikivoyage,Wikipodróże,False
652,pms,Piemontèis,,https://pms.wikipedia.org,pmswiki,Wikipedia,False
653,pms,Piemontèis,,https://pms.wikisource.org,pmswikisource,Wikisource,False
654,pnb,پنجابی,,https://pnb.wikipedia.org,pnbwiki,وکیپیڈیا,False
655,pnb,پنجابی,,https://pnb.wiktionary.org,pnbwiktionary,وکشنری,False
656,pnt,Ποντιακά,,https://pnt.wikipedia.org,pntwiki,Βικιπαίδεια,False
657,ps,پښتو,,https://ps.wikipedia.org,pswiki,ويکيپېډيا,False
